No,id,created_at,content,cleaned_content,Inset_Label,Inset_Score,IndoBERT_Label,IndoBERT_Confidence,Status_Kesesuaian,Manual_Label
11,20095228,2025-08-13 19:45:11,"EmitenNews.com - Untuk memenuhi sebagian dari target pembiayaan dalam APBN 2025, pemerintah berencana melelang Surat Berharga Syariah Negara (SBSN) atau Sukuk Negara pada Selasa (19/8/2025).
Siaran pers Direktorat Pembiayaan Syariah Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko Kementerian ...",emitennews com memenuhi target pembiayaan apbn pemerintah berencana melelang surat berharga syariah negara sbsn sukuk negara selasa siaran pers direktorat pembiayaan syariah direktorat jenderal pengelolaan pembiayaan risiko kementerian,Negatif (-1),-6.0,Negatif (-1),0.5073,SAMA ✅,
12,6673619,2021-07-06 23:14:11,"#GREATSHORT
#GREATRESET
$IHSG $BBCA",greatshort greatreset,Netral (0),0.0,Negatif (-1),0.5476,BEDA ⚠️,
13,23381155,2025-11-12 09:06:36,"[ Harga $BBCA sekarang Rp 8.400 ]

Zona Area Beli Aman : Rp 8.200 – 8.350  
— Area support kuat jangka menengah, cocok buat akumulasi aman Boss  

Zona Stoploss : < Rp 8.100  
— Kalau tembus ke bawah sini, momentum swing bisa melemah sementara  

Jika naik & breakout : > Rp 8.550 → ENTRY LANJUTAN (tambah posisi)  

Target Profit:  
• TP1 = Rp 8.750  
• TP2 = Rp 9.000 – 9.200  

Keterangan Tambahan:  
- Trend masih uptrend sehat, volume stabil, dan pergerakan condong ke bullish  
- Cocok buat swing jangka menengah dengan karakter saham defensif  
- Hindari entry terburu-buru dekat resistance 8.550 sebelum breakout valid Boss  

Analisa saya boleh bantu, tapi keputusan tetap milik Boss.

Ayo REQUEST SAHAM di kolom komentar seperti
$DADA $INCI
,Nanti Kami Buatkan Flowchart Keputusan biar analisa makin gampang!

Support like agar terus update!!!

Follow untuk ikuti flowchart keputusan saham trend

Kalau postingan ini bermanfaat, boleh banget kasih tip lewat tombol bergambar 💲 di bawah ya. Terima kasih banyak 🙏",harga rp zona area beli aman rp area support kuat jangka menengah cocok akumulasi aman boss zona stoploss rp tembus momentum swing melemah untung rp entry lanjutan posisi target untung untung rp untung rp keterangan tambahan trend sehat volume stabil pergerakan condong cocok swing jangka menengah karakter saham defensif hindari entry terburu buru resistance untung valid boss analisa bantu keputusan milik boss ayo request saham kolom komentar buatkan flowchart keputusan biar analisa gampang support like update follow ikuti flowchart keputusan saham trend postingan bermanfaat banget kasih tip tombol bergambar ya terima kasih,Positif (+1),103.0,Negatif (-1),0.4701,BEDA ⚠️,
14,21768747,2025-10-06 10:16:39,$BBCA diantara ku dan fundamental 😂,ku fundamental,Negatif (-1),-4.0,Negatif (-1),0.3966,SAMA ✅,
15,8863086,2022-06-13 23:41:25,"$SMDR $BHIT $SRTG $BBCA   IHSG AMBRUK . tapi dunia nyata baik baik saja . waktu nya akumulasi
https://youtu.be/aKUn-XSrMRY",ihsg ambruk dunia nyata nya akumulasi,Netral (0),0.0,Negatif (-1),0.4302,BEDA ⚠️,
16,31996642,2026-05-21 14:13:45,"$BBCA is back , Where it belongs",is back where it belongs,Netral (0),0.0,Negatif (-1),0.4982,BEDA ⚠️,
17,31455684,2026-05-08 11:23:53,GIMANA HAYO😜 $WBSA $BBCA $BBRI,gimana hayo,Positif (+1),4.0,Negatif (-1),0.4719,BEDA ⚠️,
18,22709168,2025-10-26 00:25:22,"$OMED nah kan ... jemuran yg dipasang mulai disikat, analis mulai membedah isi omed dan mulai menyadari dan sampai pada kesimpulan emiten ini bagus...
perang kecil baru dimulai.
bandar lama mulai salting...dijemur nanti malah dimakan.. ga dibentengin bakal terbang kecepetan.
lalu apa prediksi selanjutnya..ekstrimnya bisa jadi diturunin dulu untuk paksa bandar laen lepas barang...
namun sebentar lagi laporan keuangan 3Q25 akan rilis..dengan prediksi laba sesuai tradisi😁

skenario lainnya bila bandar penyusup memiliki modal besar maka perang akan semakin membesar...
dan ini akan memancing retail dan kerumunan untuk ikutan.
kalau sudah begini harga akan mentoq ARA berjilid2 dan salah satu pilihan bagi bandar adalah bisa exit diharga tertinggi.

ini hanya sekedar prediksi harga yg belum tentu benar....namun yg benar dan pasti adalah trend dan tradisi selalu cetak laba di emiten ini akan terjadi di laporan kuartal2 berikutnya. 

tag $BBCA $CBRE",jemuran yg dipasang disikat analis membedah isi omed menyadari kesimpulan emiten bagus perang bandar salting dijemur dimakan tidak dibentengin kecepetan prediksi ekstrimnya diturunin paksa bandar laen lepas barang sebentar laporan keuangan rilis prediksi laba sesuai tradisi skenario bandar penyusup memiliki modal perang membesar memancing retail kerumunan ikutan harga mentoq berjilid salah pilihan bandar exit diharga tertinggi sekedar prediksi harga yg belum yg trend tradisi cetak laba emiten laporan kuartal tag,Positif (+1),25.0,Negatif (-1),0.4482,BEDA ⚠️,
19,20645684,2025-09-04 11:10:14,Waiting ⏳ $BBCA,waiting,Netral (0),0.0,Negatif (-1),0.4889,BEDA ⚠️,
20,14209122,2024-03-14 11:16:09,@eelwitabakrie saya udah cek mcap $BBCA kalo di taro di kripto itu sekitar rank 535 jadi bener masuk kategori micin/shitcoin sangat2 high risk,cek mcap kalo taro kripto rank bener masuk kategori micin shitcoin high risk,Positif (+1),0.5,Negatif (-1),0.4819,BEDA ⚠️,
21,17389091,2025-02-06 09:11:33,"Saham bank lagi tidak baik"" saja 😌
$BBRI$BBCA$BMRI
makin avgd malah makin terjun bebas",saham bank tidak avgd turun rugi bebas,Negatif (-1),-5.0,Negatif (-1),0.4614,SAMA ✅,
22,29040759,2026-02-28 06:38:05,$BBCA RX buang BBCA beli BBRI dia tidak rotasi sektoral tapi ngincer dividen mungkin ngiler sama dividenya padahal selisih 1 % aja dividen nya krna interim BBRI lumayan gede bagiinya.,rx buang bbca beli bbri tidak rotasi sektoral ngincer dividen untung ngiler dividenya selisih aja dividen untung nya krna interim bbri lumayan gede bagiinya,Positif (+1),10.0,Negatif (-1),0.4726,BEDA ⚠️,
23,10336036,2022-12-12 14:24:41,$BBCA masuk kapan?,masuk,Positif (+1),1.5,Negatif (-1),0.4427,BEDA ⚠️,
24,19487507,2025-07-22 13:47:17,"$BBCA $BBRI $BMRI udah jatuh harga dirinya bang 😭, blangsak nasibnya, dikentutin emiten2 growth.. IHSG naik malah big bank main perosotan gak kelar2 wkwkwk 🤣",jatuh harga bang rugi turun blangsak nasibnya dikentutin emiten growth ihsg big bank main perosotan tidak kelar wkwkwk,Negatif (-1),-14.5,Negatif (-1),0.4265,SAMA ✅,
25,13206082,2023-12-08 15:36:40,"$BRPT

Senin saham blue chip pasti naik,

segera TP guys, ini harga ud tak masuk akal. Pindahkan saham kalian smua ke Saham2 yg jelas.

$BBCA $BMRI",senin saham blue chip untung guys harga ud masuk akal pindahkan saham smua saham yg,Positif (+1),6.5,Negatif (-1),0.4851,BEDA ⚠️,
26,32111561,2026-05-25 11:48:18,$BBCA siap siap dihempas seperti biasanya 🙂,dihempas,Netral (0),0.0,Negatif (-1),0.3757,BEDA ⚠️,
27,18935524,2025-06-19 10:08:31,"@Newbie777 terbukti banking akan koreksi 1 bulan ke depan, mulai hari ini $BBCA $BBRI $BMRI",terbukti banking koreksi,Positif (+1),3.0,Negatif (-1),0.4472,BEDA ⚠️,
28,6729412,2021-07-15 08:16:55,"Selamat pagi, 
Pergerakan $IHSG (14/07) ditutup pada zona merah di level 5979 atau melemah 0.55%. Pergerakan hari ini akan koreksi terbatas. Cermati support di level . Range 5949 - 6024
Klik follow untuk mengikuti informasi setiap harinya. 

$ACST$PYFA$BBCA",selamat pagi pergerakan ditutup zona turun level melemah pergerakan koreksi terbatas cermati support level range klik follow mengikuti informasi harinya,Positif (+1),12.0,Negatif (-1),0.4735,BEDA ⚠️,
29,7849187,2022-01-15 08:11:40,"$BBCA on track ke 8500 kah? Semoga aja :grin:
Dari harga 7400an kasi sinyal hijau2 pekat terus.. Semoga berlanjut :+1:

Chart saham lainnya di bit.ly/Asta_Bot",on track kah semoga aja grin harga an kasi sinyal pekat semoga berlanjut chart saham bit ly asta bot,Negatif (-1),-4.0,Negatif (-1),0.4798,SAMA ✅,
30,9609873,2022-09-15 08:22:05,"Apa itu rugi komprehensif? 

Rugi komprehensif merupakan penurunan kekayaan perusahaan. Penurunan kekayaan ini dipengaruhi oleh berbagai variabel yang tidak terkait dengan operasi normal perusahaan. Sejumlah contoh yang bisa dikatakan sebagai rugi komprehensif ialah jumlah komprehensif yang dihasilkan dari adanya perubahan nilai tukar atau kerugian yang belum direalisasi terhadap efek (surat berharga) yang tersedia untuk dijual (available for sale).

Contoh rugi komprehensif bisa cek di LK $BBTN 
https://bit.ly/3QLaEIv

Rugi karena harga SBN yang mereka beli anjlok. Tapi ini floating loss selama mereka tidak realized Rugi nya dengan menjual SBN tersebut. 

https://bit.ly/3TLcwDv
Disclaimer: http://bit.ly/3bLj4Oc
https://bit.ly/3LsxlQJ

$BBTN $BBCA $BBRI",rugi komprehensif rugi komprehensif penurunan kekayaan perusahaan penurunan kekayaan dipengaruhi variabel tidak terkait operasi normal perusahaan contoh rugi komprehensif komprehensif dihasilkan perubahan nilai tukar kerugian belum direalisasi efek surat berharga tersedia dijual available for sale contoh rugi komprehensif cek lk rugi harga sbn beli turun floating rugi tidak realized rugi nya menjual sbn disclaimer,Negatif (-1),-24.0,Negatif (-1),0.5097,SAMA ✅,
31,32557165,2026-06-09 10:49:26,serok tel kapan lagi $BBCA kepala 4💦🗿,beli tel kepala,Positif (+1),2.0,Negatif (-1),0.3801,BEDA ⚠️,
32,17248509,2025-01-23 19:58:36,"$BBCA dikasih gak?
EPS ATH
Rev ATH
NPM ATH
kasih Price di new ATH donk
mungkin belum sekarang karena market blm bersahabat 
Target EPS tahun ini Range 480-500
jika PER balik ke 27",dikasih tidak eps ath rev ath npm ath kasih price new ath donk belum market belum bersahabat target eps range,Positif (+1),2.0,Negatif (-1),0.4591,BEDA ⚠️,
33,30827663,2026-04-24 10:54:45,"$BBRI $BMRI $BBCA Sudah bicara sama Blackrock, IMF, World Bank dan ternyata Asing masih dump terus2an......

Ini apakah media lokal credible atau tidak ini asli-nya?? 

Apakah Indonesia baik2 saja atau hanya cuma acting di media agar President tidak melihat??

Apakah data ekonomi di catat seperti ENRON, hanya potensi-potensi saja??",bicara blackrock imf world bank asing dump an media lokal credible tidak asli nya indonesia acting media president tidak data ekonomi catat enron potensi potensi,Positif (+1),7.0,Negatif (-1),0.5083,BEDA ⚠️,
34,29518859,2026-03-11 15:27:24,"Kalau kalian pada nyangkut di $BBCA, hold aja jgn cl, ingat diluar sana banyak yg avg diatas 9rb wkwkwk",rugi tahan aja jgn rugi diluar yg avg diatas rb wkwkwk,Negatif (-1),-3.0,Negatif (-1),0.4294,SAMA ✅,
35,12428734,2023-09-29 09:41:42,"Diksh disc di beli, jgn ngeluh longsor 🫣 $BBCA",diksh disc beli jgn ngeluh turun,Negatif (-1),-5.0,Negatif (-1),0.4034,SAMA ✅,
36,13259595,2023-12-13 10:30:41,"$BBCA
gileeee capek capek avg BCA 9.400 ke 9.000 dia malah nyungsep ke 8.600-an
udah ah nyerah, gak ada avg lagi.
biarkan porto terbakar, bikin gosong sekalian.",gile capek capek avg bca turun rugi an ah nyerah tidak avg biarkan porto terbakar bikin gosong,Negatif (-1),-2.0,Negatif (-1),0.4348,SAMA ✅,
37,8859104,2022-06-13 14:32:47,alhamdulillah bisa avg down $BBRI $BBCA $BBNI buat biaya kuliah bocil di masa depan yg saat ini  masih TK...,alhamdulillah avg down biaya kuliah bocil yg tk,Positif (+1),3.0,Negatif (-1),0.491,BEDA ⚠️,
38,34100343,2026-07-23 14:01:51,$BBCA knp ini saham paling turun di watchlist pribadi saya ?,knp saham turun watchlist pribadi,Negatif (-1),-3.0,Negatif (-1),0.4782,SAMA ✅,
39,20166616,2025-08-15 19:42:39,"lagian 8000 buat a0aan? keren2an doang??? ga ad perbaikan iklim investasi, ga ada dukungan fiskal dan non fiskal, ga ada kerja nyata... malah yang ada dunia usaha dijegal, bayar royalti, pajak, Pati ribut! sampe 51% $BBCA mau direbut??? trus??? ngemeng IHSG 8000??? pake dukun??? B*ll Sh*t!!!",aan keren an doang tidak ad perbaikan iklim investasi tidak dukungan fiskal non fiskal tidak kerja nyata dunia usaha dijegal bayar royalti pajak pati ribut sampe direbut trus ngemeng ihsg pake dukun ll sh,Negatif (-1),-8.0,Negatif (-1),0.4844,SAMA ✅,
40,33478053,2026-07-08 13:37:17,"kangen gw sama market merah merona
$TPIA$DSSA$BBCA",kangen gw market turun merona,Netral (0),0.0,Negatif (-1),0.4838,BEDA ⚠️,
41,27656527,2026-01-30 11:07:10,$BBCA otw 10K ayoo gasss,otw ayoo gas,Positif (+1),2.5,Negatif (-1),0.4442,BEDA ⚠️,
42,29643997,2026-03-16 13:36:44,$BBCA serok terus sebelum rebound,beli untung,Positif (+1),6.0,Negatif (-1),0.4784,BEDA ⚠️,
43,5885828,2021-03-05 06:15:34,$BBCA waktunya beli ?,beli,Positif (+1),2.0,Negatif (-1),0.4536,BEDA ⚠️,
44,32215127,2026-05-29 14:05:15,"$BRMS singgg, asingg! udahan ya main serok bawahnya nanti gue marah 😤

$BBCA $TLKM",sing asingg udahan ya main beli bawahnya gue marah,Positif (+1),4.0,Negatif (-1),0.4219,BEDA ⚠️,
45,18289376,2025-04-24 08:37:15,tunggu 3000 om $BBCA,tunggu om,Positif (+1),1.0,Negatif (-1),0.4605,BEDA ⚠️,
46,16941123,2025-01-07 11:49:45,"Kapan pasar saham bisa bangkit? 

Setelah melewati 2024 yang penuh badai di Juni, Agustus, November-Desember, kini di 2025 belum ada perubahan yang berarti. 

Apakah saham sudah tidak menarik? 

Sebenarnya, jawabannya kembali lagi ke dasarnya, saham itu adalah bisnis, dan bisnis itu bisa menarik jika ekonomi makronya juga oke. Kalau sebaliknya, siapa yang mau invest banyak ke saham. Kecuali sudah ada sinyal-sinyal pemulihan. 

Emang ada apa aja dengan kondisi ekonomi makro kita sampai sahamnya jadi susah bangkit?

Dari lokal kurang lebih ada beberapa perhatian seperti:
1. Defisit APBN (kalo makin melebar di 2025, bisa surem di 2025)
2. Inflasi rendah banget, tapi suku bunga BI belum turun karena ada risiko volatilitas rupiah
3. Perkembangan pertumbuhan ekonomi Indo, kalau turun ke bawah 5% bisa jadi suram di 2025

Di luar itu, juga ada beberapa faktor global yang harus diperhatikan untuk mengukur potensi kebangkitan pasar saham. Simak ulasan lengkapnya dan strategi yang sesuai di sini: https://www.mikirduit.com/7-faktor-yang-menentukan-waktu-kebangkitan-pasar-saham/

$BBRI $BMRI $BBCA",pasar saham bangkit melewati penuh badai juni agustus november desember belum perubahan saham tidak menarik jawabannya dasarnya saham bisnis bisnis menarik ekonomi makronya oke invest saham kecuali sinyal sinyal pemulihan emang aja kondisi ekonomi makro sahamnya susah bangkit lokal kurang perhatian defisit apbn kalo melebar surem inflasi rendah banget suku bunga bi belum turun risiko volatilitas rupiah perkembangan pertumbuhan ekonomi indo turun suram faktor global diperhatikan mengukur potensi kebangkitan pasar saham simak ulasan lengkapnya strategi sesuai,Positif (+1),10.0,Negatif (-1),0.5068,BEDA ⚠️,
47,17128784,2025-01-17 09:16:24,"INGET JANGAN FOMO GW SDH BILANG DARI  KEMARIN , TADI MALAM BAHKAN TADI PAGI 3350 MASIH TERBILANG MURAH DAN GW GAK PERNAH SEKALI PUN NYEBUT BUAT BELI DI ATAS ITU GK PERCAYA CEK PROFILE GW DI POST TERBARU BACA 1 1 DAN PERHATIKAN BUAT SAHAM INI LIQUID KALO BUKAN KITA YG MERUBAH SIAPA LAGI KAN GITU YAH....

DAN SELALU GW TEGASKAN BUAT BILANG HOLD SAMPE SENIN BIAR BISA CUAN BARENG² DAN BISA LOCK ARA DAN ALHAMDULILLAH NYA BENERAN BISA DI LOCK ARA BAHKAN MASUK TOP 1 GANIER

$SURE$BBRI$BBCA",inget jangan fomo gw bilang kemarin malam pagi terbilang murah gw tidak nyebut beli gk percaya cek profile gw post terbaru baca perhatikan saham liquid kalo bukan yg merubah gitu yah gw tegaskan bilang tahan sampe senin biar untung bareng lock alhamdulillah nya beneran lock masuk top ganier,Positif (+1),28.5,Negatif (-1),0.4813,BEDA ⚠️,
48,13348825,2023-12-20 16:14:26,$BBCA Horeee dapat interim. lumayan buat tahun baruan,hore interim lumayan baruan,Positif (+1),1.0,Negatif (-1),0.4313,BEDA ⚠️,
49,5702312,2021-02-11 10:45:06,"$TOWR siap siap buat ATH ini motornya satu grup sm $BBCA, mainnya elegan ga ugal2an",ath motornya grup sm mainnya elegan tidak ugal an,Netral (0),0.0,Negatif (-1),0.4171,BEDA ⚠️,
50,15184822,2024-07-05 21:49:32,$BBCA 2000 lot SELL 10k 🤫,lot sell,Negatif (-1),-2.0,Negatif (-1),0.4483,SAMA ✅,
51,29608824,2026-03-13 16:46:21,"$BBCA
6765 balik lagi anjirr ke 5 tahun yang lalu",anjirr,Netral (0),0.0,Negatif (-1),0.4479,BEDA ⚠️,
52,31087459,2026-04-30 10:45:39,$BBCA $BBRI saham yang kamu anggap sudah murah ternyata masih bisa murah lagi.,saham anggap murah murah,Positif (+1),6.0,Negatif (-1),0.4307,BEDA ⚠️,
53,6789955,2021-07-26 14:07:34,"$BBCA saham sultan bobo mulu, ihsg jd ga gerak2 nihh ",saham sultan bobo mulu ihsg jd tidak gerak nihh,Positif (+1),5.0,Negatif (-1),0.4472,BEDA ⚠️,
54,7400446,2021-10-24 20:06:50,apakah bisa $BBCA ke ATH 9k ? Penasaran $IHSG :heart_eyes:,ath penasaran heart eyes,Negatif (-1),-3.0,Negatif (-1),0.4256,SAMA ✅,
55,15561461,2024-08-21 22:47:01,@eknug mslh lbh ke trust kepastian hukum $IHSG $BBCA $GOTO $BUKA,mslh lbh trust kepastian hukum,Positif (+1),3.0,Negatif (-1),0.4671,BEDA ⚠️,
56,29224791,2026-03-04 10:53:17,"Nunggu MBG IPO baru $IHSG Rebound ke 10000,
CEO MBG kalau mau nyari validasi jgn jauh jauh ke negara yg lagi perang, OMON OMON disana cuma dianggap kentut 💨
Mending nyari muka ke rakyat sendiri dan bangsa sendiri itupun kalau masih ada yg respect 😏
$BBCA $BUMI",nunggu mbg ipo untung ceo mbg nyari validasi jgn negara yg perang omon omon disana dianggap kentut mending nyari muka rakyat bangsa itupun yg respect,Negatif (-1),-2.0,Negatif (-1),0.4519,SAMA ✅,
57,24577937,2025-12-09 18:53:58,@TRIO8888 udah g mau masuk $BBCA lagi...dividen kecil klo nyangkut boncos. $BMRI $BBRI oke lah sesuai harga Dividenya,tidak masuk dividen untung rugi boncos oke sesuai harga dividenya,Positif (+1),0.5,Negatif (-1),0.447,BEDA ⚠️,
58,32093560,2026-05-25 09:08:48,"Jangan main main sama pisau jatuh kaya $CUAN 
Waktunya $BBCA $BBNI bersinar",jangan main main pisau jatuh kaya bersinar,Negatif (-1),-1.5,Negatif (-1),0.4089,SAMA ✅,
59,33537605,2026-07-09 11:18:40,$BBCA kalau gak digoreng ke 6325 keterlaluan,tidak digoreng,Netral (0),0.0,Negatif (-1),0.4597,BEDA ⚠️,
60,30489705,2026-04-17 15:34:49,"$BBCA Yoks dibeli, Senin harga naik 😊",yoks dibeli senin harga,Netral (0),0.0,Negatif (-1),0.411,BEDA ⚠️,
61,33847070,2026-07-17 09:32:21,$BBCA king mau terbang nih HAKA dulu sblm ketinggalan,king nih beli sblm ketinggalan,Negatif (-1),-1.0,Negatif (-1),0.4434,SAMA ✅,
