No,id,created_at,content,cleaned_content,Inset_Label,Inset_Score,IndoBERT_Label,IndoBERT_Confidence,Status_Kesesuaian,Manual_Label
34,7285718,2021-10-04 11:25:48,"JAKARTA, Pergerakan saham-saham teknologi, khususnya pada semester IV-2021, akan sangat dipengaruhi oleh sentimen dibanding faktor fundamental. Apalagi saham-saham teknologi bakal cenderung mengedepankan prospek growth.“Kalau kita lihat, viralnya saham-saham teknologi juga belum lama karena ramai ...",jakarta pergerakan saham saham teknologi semester iv dipengaruhi sentimen dibanding faktor fundamental saham saham teknologi cenderung mengedepankan prospek growth lihat viralnya saham saham teknologi belum ramai,Negatif (-1),-10.0,Negatif (-1),0.4731,SAMA ✅,
35,21727587,2025-10-03 16:03:26,"saatnya beli yg halal halal aja, dah lah CL $BBCA masuk ke $TAPG aj",beli yg halal halal aja rugi masuk aj,Positif (+1),0.5,Negatif (-1),0.4119,BEDA ⚠️,
36,15640470,2024-08-30 08:40:45,"PT Bank Central Asia Tbk (BBCA) memprediksi suku bunga The Fed akan turun 0,25% atau 25 basis poin pada September 2024 mendatang.“Ada yang menyampaikan akan turun 25 basis point, ada yang mengatakan akan turun 50 basis point, kalau saya pribadi sih kemungkinan 25 basis poin,” kata Haryanto T. Bu...",pt bank central asia tbk bbca memprediksi suku bunga the fed turun basis poin september turun basis point turun basis point pribadi sih basis poin haryanto bu,Positif (+1),1.0,Negatif (-1),0.4269,BEDA ⚠️,
37,22576483,2025-10-22 14:49:26,"Pergerakan saham perbankan  besar seperti PT Bank Central Asia Tbk ($BBCA) hingga PT Bank Mandiri (Persero) Tbk ($BMRI) tengah menunggu aksi pemangkasan suku bunga acuan oleh Bank Indonesia (BI), demi mendongkrak harga saham yang lesu dalam beberapa waktu terakhir",pergerakan saham perbankan pt bank central asia tbk pt bank mandiri persero tbk menunggu aksi pemangkasan suku bunga acuan bank indonesia bi mendongkrak harga saham lesu,Negatif (-1),-5.0,Negatif (-1),0.482,SAMA ✅,
38,24118807,2025-12-01 07:06:04,"Semakin majunya digitalisasi, apa yang kita butuhkan? Keamanan data dan $CYBR adalah satu-satunya saham digital security di Indonesia, walau kantor pusat bukan di Indonesia, tapi bukankah itu lebih bagus. I 


Saya berharap 2 unit ini turun bentar
 >> $BBCA  
 >> $BBRI",majunya digitalisasi butuhkan keamanan data satunya saham digital security indonesia kantor pusat bukan indonesia bagus berharap unit turun bentar,Negatif (-1),-9.0,Negatif (-1),0.5118,SAMA ✅,
39,7273933,2021-10-01 10:20:12,$ITMG $AALI $IHSG -40 ... $BBCA nya minta dibalikin kenaikan last second kemarin  :sweat_smile:,nya dibalikin kenaikan last second kemarin sweat smile,Netral (0),0.0,Negatif (-1),0.4696,BEDA ⚠️,
40,27508254,2026-01-29 00:36:59,"$BBCA mau buyback besar2an untuk 3 tahun ke depan, karena mau jadi Ltd.

Disclaimer On, DYOR",beli an ltd disclaimer on dyor,Positif (+1),2.0,Negatif (-1),0.4624,BEDA ⚠️,
41,17926557,2025-03-18 09:10:32,$BBCA Ga terkejut turun gini soalnya otw mau bagi dividen,tidak terkejut turun gini otw dividen untung,Positif (+1),10.0,Negatif (-1),0.4462,BEDA ⚠️,
42,32328563,2026-06-03 11:59:30,"$BBCA naik kereta api jos jos jos siapa hendak ikut
ke lembah paling dalam 
ayolah kita jangan munafik, menuju merah yang paling dalam
keretaku tak berhenti lama

 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣",kereta api bagus bagus bagus lembah ayolah jangan munafik turun keretaku berhenti,Positif (+1),12.0,Negatif (-1),0.4485,BEDA ⚠️,
43,31095778,2026-04-30 11:48:17,"Analisa abal abal lagi gengg..
Kemana arah IHSG??? 

Jika kita melihat dari TF daily, weekly, & Monthly.. 
Semuanya terpantau kurang baik yaaa.. 

6900-6800 masih menjadi level support yang wajib bertahan, agar setidaknya IHSG Tidak terjun lebih dalam lagi.. 
Jika jebol 6900-6800, maka besar potensi ke 6600-6500..
Semangat

Pada minggu esok, hari senin IHSG wajib hijau, agar sehat kembali.. 
Karena pasalnya 4-5 hari kemarin IHSG selalu di tutup dengan candle merah.. 

Waktunya serok??? 
Atau WNS dulu??? 

Kalian tentukan masing-masing 😊😊😊


$IHSG $BBCA $BMRI",analisa abal abal gengg kemana ihsg tf daily weekly monthly terpantau kurang ya level support wajib bertahan ihsg tidak turun rugi jebol potensi semangat minggu esok senin ihsg wajib sehat pasalnya kemarin ihsg tutup candle turun beli wns tentukan,Positif (+1),16.0,Negatif (-1),0.4617,BEDA ⚠️,
44,8250649,2022-03-22 15:08:09,$BBCA dan $IHSG kok bs barengan gitu yah naiknya :smile:,bs barengan gitu yah naiknya smile,Netral (0),0.0,Negatif (-1),0.4282,BEDA ⚠️,
45,14386839,2024-04-02 15:47:16,"IHSG mulai ada tarikan, $BMRI $BBCA masih cukup kuat bertahan, $BBRI $BBNI masih berada disupportnya. support BBRI ada diangka 5600-5750, lalu support BBNI ada diangka 5325-5425, silahkan bagi yg mau avgdown atau tambah muatan dikit"", ada kemungkinan dalam jangka pendek bbrp hari kedepan bigbanks bisa terjadi technical rebound jangka pendek.",ihsg tarikan kuat bertahan disupportnya support bbri diangka support bbni diangka silahkan yg avgdown muatan dikit jangka pendek bbrp kedepan bigbanks technical untung jangka pendek,Positif (+1),20.0,Negatif (-1),0.4859,BEDA ⚠️,
46,18581172,2025-05-20 00:27:10,"selamat malam guys, untuk beberapa ulasan n update technical analysis saham-saham yang saat ini menarik n sedang ramai diperdagangkan bisa dicek di Stockbitku ya @owennath, sudah kushare semua disana seperti PGEO, CBDK, PANI, WIFI, ADRO, $ANTM, AADI, ADMR, PSAB, BREN, n saham-saham bigbanks lengkap $BMRI BBRI $BBCA hingga BBNI.

so, bisa dilihat n dibaca ya temen-temen, semoga bermanfaat n membantu trading teman-teman semua disini.",selamat malam guys ulasan update technical analysis saham saham menarik ramai diperdagangkan dicek stockbitku ya kushare disana pgeo cbdk pani wifi adro aadi admr psab bren saham saham bigbanks lengkap bbri bbni so dibaca ya temen temen semoga bermanfaat membantu trading teman teman,Positif (+1),34.0,Negatif (-1),0.4824,BEDA ⚠️,
47,20181789,2025-08-19 08:00:15,"Jakarta, CNBC Indonesia - Meskipun sempat tembus level psikologis 8.000, Indeks Harga Saham Gabungan (IHSG) gagal happy weekend. Indeks berakhir ditutup melemah 0,41% ke posisi 7.898,37 pada perdagangan Jumat (16/8/2025).
Sepanjang pekan lalu, investor asing terpantau melanjutkan pembelian bersih ju...",jakarta cnbc indonesia tembus level psikologis indeks harga saham gabungan ihsg jelek rugi happy weekend indeks ditutup melemah posisi perdagangan jumat pekan investor asing terpantau melanjutkan pembelian bersih ju,Netral (0),0.0,Negatif (-1),0.5044,BEDA ⚠️,
48,16125107,2024-10-23 17:43:06,$BBCA sedih aku tuh... Asing gak mau beli dagangan kita 🥺🥺,sedih tuh asing tidak beli dagangan,Negatif (-1),-7.0,Negatif (-1),0.3898,SAMA ✅,
49,18617138,2025-05-21 18:51:54,"CMIIW 
Dulu pas jaman covid-19 & crash,
ini saham punya HT pada banyak yang terbang, cem IPTV BHIT BABP BMTR
sampai sampai Lo Kheng Hong pun masuk di saham milik HT

ane masih terngiang ngiang, di 2019 saham 3rd liner banyak yang manggung 
ujung ujungnya bad ending

tapi baiknya, saham macam $BBCA masih dapet flow asing
apakah dengan terbangnya saham milik HT seperti $BHIT merupakan good/bad sign ??

di screener ane pun banyak keluar emiten milik HT
macam BABP BMTR MSKY KPIG BCAP

cuma dari sekian banyak yang terbang cuma MSIN
ngeri ngeri sedap...",cmiiw pas jaman covid crash saham ht cem iptv bhit babp bmtr lo kheng hong masuk saham milik ht ane terngiang ngiang saham rd liner manggung ujung ujungnya bad ending baiknya saham dapet flow asing terbangnya saham milik ht good bad sign screener ane emiten milik ht babp bmtr msky kpig bcap sekian msin ngeri ngeri sedap,Negatif (-1),-4.5,Negatif (-1),0.4798,SAMA ✅,
50,22577086,2025-10-22 14:54:22,$BBCA apakah krn kebijakan BI rate di tetapkan 4.75% sehingga BBCA & BBRI drop barusan,krn kebijakan bi rate tetapkan bbca bbri turun barusan,Netral (0),0.0,Negatif (-1),0.4733,BEDA ⚠️,
51,22574873,2025-10-22 14:33:57,"📰 Pertumbuhan Kredit Perbankan +7,7% YoY pada 9M25

Bank Indonesia mencatat bahwa pertumbuhan kredit perbankan mencapai +7,7% YoY per 9M25 (vs. 8M25: +7,56% YoY, 9M24: +10,85% YoY), lebih rendah dibandingkan target 2025 yang telah di–downgrade dari Bank Indonesia di kisaran +8–11% YoY.

[Sumber: Bank Indonesia]

$BBRI $BMRI $BBCA BBNI 

___________
Stockbit Sekuritas",pertumbuhan kredit perbankan yoy bank indonesia mencatat pertumbuhan kredit perbankan mencapai yoy vs yoy yoy rendah dibandingkan target downgrade bank indonesia kisaran yoy sumber bank indonesia bbni stockbit sekuritas,Negatif (-1),-5.0,Negatif (-1),0.4671,SAMA ✅,
52,27756730,2026-02-02 10:47:47,$BBCA hajar terus beli meski jualan jg kuat kita lihat bakal turun tidak sesi 2 atau halt lagi ihsg,hajar beli jualan jg kuat lihat turun tidak sesi halt ihsg,Netral (0),0.0,Positif (+1),0.4133,BEDA ⚠️,
53,11434137,2023-05-30 12:40:45,"Bisnis.com, JAKARTA — Indeks Harga Saham Gabungan (IHSG) naik tipis ke 6.681,30 pada penutupan sesi I perdagangan hari ini, Selasa (30/5/2023). Seiring dengan menguatnya indeks, Saham BBCA, GOTO dan BBRI terpantau paling laris siang ini.Pada pukul 12.00 WIB, IHSG naik tipis 0,00 persen atau 0,20 p...",bisnis com jakarta indeks harga saham gabungan ihsg tipis penutupan sesi perdagangan selasa seiring menguatnya indeks saham bbca goto bbri terpantau laris siang wib ihsg tipis persen,Positif (+1),5.0,Negatif (-1),0.4426,BEDA ⚠️,
54,33253408,2026-07-01 12:02:55,"➖ Inflasi IHK Indonesia yoy Jun 2026 = 3,34% 

(vs Mei 2026 -> 3,08%, 
vs Jun 2025 -> 1,87%, 
vs ekspektasi -> 3,2%)

https://www.youtube.com/live/m569TZJe6Vk?si=9kDAHnbF3aQJqNVA

Inflasi indeks harga konsumen (IHK) Indonesia naik di atas ekspektasi konsensus, walaupun masih dalam kisaran target BI di 1,5% sampai 3,5%.

Kenaikan harga Pertamax menjadi faktor penyebab utama, selain juga minyak goreng, tiket pesawat, oli/pelumas kendaraan, bawang, dan beras

$IHSG $BBRI $BBCA",inflasi ihk indonesia yoy jun vs mei vs jun vs ekspektasi inflasi indeks harga konsumen ihk indonesia ekspektasi konsensus kisaran target bi kenaikan harga pertamax faktor penyebab utama minyak goreng tiket pesawat oli pelumas kendaraan bawang beras,Negatif (-1),-6.0,Negatif (-1),0.4612,SAMA ✅,
55,32296395,2026-06-02 22:03:01,"Saya udah siap serok $BBCA besok pagi

Gadaikan Rumah + Pinjol pake Leverage Rata Kanan biar cepat Kaya sebelum 2030

Fundamental nih bossss, lumayan dapat Dividen buat hiburan makasih Papi Hartono Love You emuuahh 😘 
@weirdFunny

$BUMI
$TPIA",beli besok pagi gadaikan rumah pinjol pake leverage kanan biar cepat kaya fundamental nih bos lumayan dividen untung hiburan makasih papi hartono love you emuuahh,Positif (+1),28.0,Negatif (-1),0.4489,BEDA ⚠️,
56,6270945,2021-04-28 13:37:47,$BBCA asing ud mulai net buy lg setelah bikin prank sesi1,asing ud net buy lg bikin prank sesi,Positif (+1),2.0,Negatif (-1),0.4789,BEDA ⚠️,
57,17473936,2025-02-11 20:40:25,"Kalo di tongkrongan mah $BBRI dianggap tidak setia kawan karena tidak satu nasib.

Ingin tertawa di atas penderitaan orang? Follow akun @lukhetler agar mendapatkan meme yang fresh tentang saham.

$BBCA $BMRI",kalo tongkrongan mah dianggap tidak setia kawan tidak nasib tertawa penderitaan orang follow akun meme fresh saham,Negatif (-1),-8.0,Negatif (-1),0.4504,SAMA ✅,
58,7702301,2021-12-16 15:55:48,"JAKARTA, Sejumlah bank akan melelang rumah murah di Bekasi, Jawa Barat, jelang akhir tahun. Lelang akan dilakukan secara online melalui laman resmi lelang milik pemerintah yaitu lelang.go.id. Rumah yang dilelang biasanya hasil sitaan bank. Pilihan rumah dalam sistem lelang pun sangat beragam, mulai ...",jakarta bank melelang rumah murah bekasi jawa barat jelang lelang online laman resmi lelang milik pemerintah lelang go id rumah dilelang hasil sitaan bank pilihan rumah sistem lelang beragam,Positif (+1),23.0,Negatif (-1),0.5031,BEDA ⚠️,
59,21046459,2025-09-18 08:36:06,"selamat pagi yaa temen"" semua, semoga selalu sehat kabarnya,

hari ini semoga IHSG kita bisa melanjutkan kenaikannya n segera mengonfirmasi BreakOutnya dari area Resistance Kuat sebelumnya yang ada diangka 7951-8022 melanjutkan respons positif market terhadap pemangkasan suku bunga yang dilakukan oleh BI kemarin n The Fed dini hari ini. Adapun Jika benar IHSG kita ini bisa naik hari ini, IHSG punya Target kenaikan saat ini yang terdekat ada diangka 8116.

at the end semoga marketnya bersahabat dengan kita semua hari ini, semoga cuan guys, happy trading all!

$BBRI $BBCA $BMRI",selamat pagi yaa temen semoga sehat kabarnya semoga ihsg melanjutkan kenaikannya mengonfirmasi breakoutnya area resistance kuat diangka melanjutkan respons positif market pemangkasan suku bunga bi kemarin the fed ihsg ihsg target kenaikan terdekat diangka at the end semoga marketnya bersahabat semoga untung guys happy trading all,Positif (+1),31.0,Negatif (-1),0.5036,BEDA ⚠️,
60,21553307,2025-09-30 13:25:58,"Kasihan warga XL banyak yang nyangkut di $BBCA niatnya mau trading malah jadi APESTOR 🗿 

Sekarang tuh suku bunga rendah sektoral banking lagi kurang Hype di tambah Indonesia kekurangan Pengusaha jadi kinerja perbankan gitu2 aja. 

Mendekati Q3 gak ada gerak udah iklas dan belajar aja kalian jadi APESTOR 🤣 

$ANTM $BRPT",kasihan warga xl rugi niatnya trading apestor tuh suku bunga rendah sektoral banking kurang hype indonesia kekurangan pengusaha kinerja perbankan gitu aja mendekati tidak gerak iklas belajar aja apestor,Netral (0),0.0,Negatif (-1),0.4333,BEDA ⚠️,
